"No.","Time","Source","Destination","IP_TTL","Query_ID","Protocol","Length","Info","domain_length","QR","RCODE","Opcode","RA","Qname","DNS_TTL","QType"
"88256","16113.550144","129.173.67.123","129.173.22.37","128","0x1f97","DNS","76","Standard query 0x1f97 AAAA slimcomputer.net","16","Message is a query","","Standard query","","slimcomputer.net","","AAAA (IPv6 Address)"
"88257","16113.550144","129.173.67.123","129.173.22.37","128","0x894b","DNS","76","Standard query 0x894b AAAA slimcomputer.net","16","Message is a query","","Standard query","","slimcomputer.net","","AAAA (IPv6 Address)"
"88258","16113.751835","129.173.22.37","129.173.67.123","62","0x894b","DNS","134","Standard query response 0x894b AAAA slimcomputer.net SOA[Packet size limited during capture]","16","Message is a response","No error","Standard query","Server can do recursive queries","slimcomputer.net","","AAAA (IPv6 Address)"
"88259","16113.751857","129.173.22.37","129.173.67.123","62","0x1f97","DNS","134","Standard query response 0x1f97 AAAA slimcomputer.net SOA[Packet size limited during capture]","16","Message is a response","No error","Standard query","Server can do recursive queries","slimcomputer.net","","AAAA (IPv6 Address)"
"88306","16119.919210","129.173.67.123","129.173.22.37","128","0x1e34","DNS","70","Standard query 0x1e34 A snepav.com","10","Message is a query","","Standard query","","snepav.com","","A (Host Address)"
"88307","16119.932398","129.173.67.123","129.173.22.37","128","0x87f2","DNS","70","Standard query 0x87f2 A snepav.com","10","Message is a query","","Standard query","","snepav.com","","A (Host Address)"
"88311","16120.300415","129.173.22.37","129.173.67.123","62","0x87f2","DNS","136","Standard query response 0x87f2 A snepav.com A 109.163.231.216[Packet size limited during capture]","10","Message is a response","No error","Standard query","Server can do recursive queries","snepav.com","14400","A (Host Address)"
"88312","16120.300439","129.173.22.37","129.173.67.123","62","0x1e34","DNS","136","Standard query response 0x1e34 A snepav.com A 109.163.231.216[Packet size limited during capture]","10","Message is a response","No error","Standard query","Server can do recursive queries","snepav.com","14400","A (Host Address)"
"88313","16120.300699","129.173.67.123","129.173.22.37","128","0x33c7","DNS","70","Standard query 0x33c7 AAAA snepav.com","10","Message is a query","","Standard query","","snepav.com","","AAAA (IPv6 Address)"
"88314","16120.300699","129.173.67.123","129.173.22.37","128","0x0246","DNS","70","Standard query 0x0246 AAAA snepav.com","10","Message is a query","","Standard query","","snepav.com","","AAAA (IPv6 Address)"
"88315","16120.435329","129.173.22.37","129.173.67.123","62","0x0246","DNS","141","Standard query response 0x0246 AAAA snepav.com SOA[Packet size limited during capture]","10","Message is a response","No error","Standard query","Server can do recursive queries","snepav.com","","AAAA (IPv6 Address)"
"88316","16120.435358","129.173.22.37","129.173.67.123","62","0x33c7","DNS","141","Standard query response 0x33c7 AAAA snepav.com SOA[Packet size limited during capture]","10","Message is a response","No error","Standard query","Server can do recursive queries","snepav.com","","AAAA (IPv6 Address)"
"88351","16121.034719","129.173.67.123","129.173.22.37","128","0x70dc","DNS","68","Standard query 0x70dc A solla.at","8","Message is a query","","Standard query","","solla.at","","A (Host Address)"
"88352","16121.048544","129.173.67.123","129.173.22.37","128","0x9a20","DNS","68","Standard query 0x9a20 A solla.at","8","Message is a query","","Standard query","","solla.at","","A (Host Address)"
"88358","16122.044549","129.173.67.123","129.173.22.38","128","0x70dc","DNS","68","Standard query 0x70dc A solla.at","8","Message is a query","","Standard query","","solla.at","","A (Host Address)"
"88359","16122.060091","129.173.67.123","129.173.22.38","128","0x9a20","DNS","68","Standard query 0x9a20 A solla.at","8","Message is a query","","Standard query","","solla.at","","A (Host Address)"
"88363","16123.058449","129.173.67.123","129.173.5.100","128","0x70dc","DNS","68","Standard query 0x70dc A solla.at","8","Message is a query","","Standard query","","solla.at","","A (Host Address)"
"88364","16123.058477","129.173.67.123","129.173.22.37","128","0x70dc","DNS","68","Standard query 0x70dc A solla.at","8","Message is a query","","Standard query","","solla.at","","A (Host Address)"
"88365","16123.074033","129.173.67.123","129.173.5.100","128","0x9a20","DNS","68","Standard query 0x9a20 A solla.at","8","Message is a query","","Standard query","","solla.at","","A (Host Address)"
"88366","16123.074060","129.173.67.123","129.173.22.37","128","0x9a20","DNS","68","Standard query 0x9a20 A solla.at","8","Message is a query","","Standard query","","solla.at","","A (Host Address)"
"88372","16125.070723","129.173.67.123","129.173.22.37","128","0x70dc","DNS","68","Standard query 0x70dc A solla.at","8","Message is a query","","Standard query","","solla.at","","A (Host Address)"
"88373","16125.070759","129.173.67.123","129.173.22.38","128","0x70dc","DNS","68","Standard query 0x70dc A solla.at","8","Message is a query","","Standard query","","solla.at","","A (Host Address)"
"88374","16125.070775","129.173.67.123","129.173.5.100","128","0x70dc","DNS","68","Standard query 0x70dc A solla.at","8","Message is a query","","Standard query","","solla.at","","A (Host Address)"
"88375","16125.086301","129.173.67.123","129.173.22.37","128","0x9a20","DNS","68","Standard query 0x9a20 A solla.at","8","Message is a query","","Standard query","","solla.at","","A (Host Address)"
"88376","16125.086329","129.173.67.123","129.173.22.38","128","0x9a20","DNS","68","Standard query 0x9a20 A solla.at","8","Message is a query","","Standard query","","solla.at","","A (Host Address)"
"88377","16125.086346","129.173.67.123","129.173.5.100","128","0x9a20","DNS","68","Standard query 0x9a20 A solla.at","8","Message is a query","","Standard query","","solla.at","","A (Host Address)"
"88394","16129.079715","129.173.67.123","129.173.22.37","128","0x70dc","DNS","68","Standard query 0x70dc A solla.at","8","Message is a query","","Standard query","","solla.at","","A (Host Address)"
"88395","16129.079747","129.173.67.123","129.173.22.38","128","0x70dc","DNS","68","Standard query 0x70dc A solla.at","8","Message is a query","","Standard query","","solla.at","","A (Host Address)"
"88396","16129.079764","129.173.67.123","129.173.5.100","128","0x70dc","DNS","68","Standard query 0x70dc A solla.at","8","Message is a query","","Standard query","","solla.at","","A (Host Address)"
"88397","16129.095287","129.173.67.123","129.173.22.37","128","0x9a20","DNS","68","Standard query 0x9a20 A solla.at","8","Message is a query","","Standard query","","solla.at","","A (Host Address)"
"88398","16129.095315","129.173.67.123","129.173.22.38","128","0x9a20","DNS","68","Standard query 0x9a20 A solla.at","8","Message is a query","","Standard query","","solla.at","","A (Host Address)"
"88399","16129.095333","129.173.67.123","129.173.5.100","128","0x9a20","DNS","68","Standard query 0x9a20 A solla.at","8","Message is a query","","Standard query","","solla.at","","A (Host Address)"
"88430","16135.462492","129.173.67.123","129.173.5.100","128","0x7f2d","DNS","75","Standard query 0x7f2d A solufact.com.mx","15","Message is a query","","Standard query","","solufact.com.mx","","A (Host Address)"
"88432","16135.476470","129.173.67.123","129.173.5.100","128","0x4216","DNS","75","Standard query 0x4216 A solufact.com.mx","15","Message is a query","","Standard query","","solufact.com.mx","","A (Host Address)"
"88435","16135.820830","129.173.5.100","129.173.67.123","62","0x7f2d","DNS","180","Standard query response 0x7f2d A solufact.com.mx A 69.16.244.31[Packet size limited during capture]","15","Message is a response","No error","Standard query","Server can do recursive queries","solufact.com.mx","14400","A (Host Address)"
"88436","16135.820857","129.173.5.100","129.173.67.123","62","0x4216","DNS","180","Standard query response 0x4216 A solufact.com.mx A 69.16.244.31[Packet size limited during capture]","15","Message is a response","No error","Standard query","Server can do recursive queries","solufact.com.mx","14400","A (Host Address)"
"88437","16135.821221","129.173.67.123","129.173.5.100","128","0x8a4e","DNS","75","Standard query 0x8a4e AAAA solufact.com.mx","15","Message is a query","","Standard query","","solufact.com.mx","","AAAA (IPv6 Address)"
"88438","16135.821221","129.173.67.123","129.173.5.100","128","0x63f2","DNS","75","Standard query 0x63f2 AAAA solufact.com.mx","15","Message is a query","","Standard query","","solufact.com.mx","","AAAA (IPv6 Address)"
"88439","16135.865150","129.173.5.100","129.173.67.123","62","0x63f2","DNS","157","Standard query response 0x63f2 AAAA solufact.com.mx SOA[Packet size limited during capture]","15","Message is a response","No error","Standard query","Server can do recursive queries","solufact.com.mx","","AAAA (IPv6 Address)"
"88440","16135.865168","129.173.5.100","129.173.67.123","62","0x8a4e","DNS","157","Standard query response 0x8a4e AAAA solufact.com.mx SOA[Packet size limited during capture]","15","Message is a response","No error","Standard query","Server can do recursive queries","solufact.com.mx","","AAAA (IPv6 Address)"
"88453","16135.960518","129.173.67.123","129.173.5.100","128","0x3be7","DNS","82","Standard query 0x3be7 A www.solufactlaguna.com","22","Message is a query","","Standard query","","www.solufactlaguna.com","","A (Host Address)"
"88456","16135.963044","129.173.67.123","129.173.5.100","128","0x7d2b","DNS","82","Standard query 0x7d2b A www.solufactlaguna.com","22","Message is a query","","Standard query","","www.solufactlaguna.com","","A (Host Address)"
"88461","16136.108678","129.173.5.100","129.173.67.123","62","0x3be7","DNS","154","Standard query response 0x3be7 A www.solufactlaguna.com A[Packet size limited during capture]","22","Message is a response","No error","Standard query","Server can do recursive queries","www.solufactlaguna.com","","A (Host Address)"
"88462","16136.108698","129.173.5.100","129.173.67.123","62","0x7d2b","DNS","154","Standard query response 0x7d2b A www.solufactlaguna.com A[Packet size limited during capture]","22","Message is a response","No error","Standard query","Server can do recursive queries","www.solufactlaguna.com","","A (Host Address)"
"88463","16136.108981","129.173.67.123","129.173.5.100","128","0xee49","DNS","82","Standard query 0xee49 AAAA www.solufactlaguna.com","22","Message is a query","","Standard query","","www.solufactlaguna.com","","AAAA (IPv6 Address)"
"88464","16136.108992","129.173.67.123","129.173.5.100","128","0x98ad","DNS","82","Standard query 0x98ad AAAA www.solufactlaguna.com","22","Message is a query","","Standard query","","www.solufactlaguna.com","","AAAA (IPv6 Address)"
"88465","16136.164711","129.173.5.100","129.173.67.123","62","0xee49","DNS","134","Standard query response 0xee49 AAAA www.solufactlaguna.com SOA[Packet size limited during capture]","22","Message is a response","No error","Standard query","Server can do recursive queries","www.solufactlaguna.com","","AAAA (IPv6 Address)"
"88466","16136.164727","129.173.5.100","129.173.67.123","62","0x98ad","DNS","134","Standard query response 0x98ad AAAA www.solufactlaguna.com SOA[Packet size limited during capture]","22","Message is a response","No error","Standard query","Server can do recursive queries","www.solufactlaguna.com","","AAAA (IPv6 Address)"
"88488","16136.337973","129.173.67.123","129.173.5.100","128","0x792c","DNS","77","Standard query 0x792c A somenegateforw.su","17","Message is a query","","Standard query","","somenegateforw.su","","A (Host Address)"
"88489","16136.351782","129.173.67.123","129.173.5.100","128","0xd7a3","DNS","77","Standard query 0xd7a3 A somenegateforw.su","17","Message is a query","","Standard query","","somenegateforw.su","","A (Host Address)"
"88490","16136.373720","129.173.5.100","129.173.67.123","62","0x792c","DNS","138","Standard query response 0x792c No such name A somenegateforw.su SOA[Packet size limited during capture]","17","Message is a response","No such name","Standard query","Server can do recursive queries","somenegateforw.su","","A (Host Address)"
"88491","16136.373754","129.173.5.100","129.173.67.123","62","0xd7a3","DNS","138","Standard query response 0xd7a3 No such name A somenegateforw.su SOA[Packet size limited during capture]","17","Message is a response","No such name","Standard query","Server can do recursive queries","somenegateforw.su","","A (Host Address)"
"88492","16136.423532","129.173.67.123","129.173.5.100","128","0x2f9c","DNS","74","Standard query 0x2f9c A somepacman.com","14","Message is a query","","Standard query","","somepacman.com","","A (Host Address)"
"88493","16136.436785","129.173.67.123","129.173.5.100","128","0x4a2b","DNS","74","Standard query 0x4a2b A somepacman.com","14","Message is a query","","Standard query","","somepacman.com","","A (Host Address)"
"88494","16136.575217","129.173.5.100","129.173.67.123","62","0x2f9c","DNS","219","Standard query response 0x2f9c A somepacman.com A 199.2.137.203[Packet size limited during capture]","14","Message is a response","No error","Standard query","Server can do recursive queries","somepacman.com","172800","A (Host Address)"
"88495","16136.575251","129.173.5.100","129.173.67.123","62","0x4a2b","DNS","219","Standard query response 0x4a2b A somepacman.com A 199.2.137.203[Packet size limited during capture]","14","Message is a response","No error","Standard query","Server can do recursive queries","somepacman.com","172800","A (Host Address)"
"88496","16136.575638","129.173.67.123","129.173.5.100","128","0x3af8","DNS","74","Standard query 0x3af8 AAAA somepacman.com","14","Message is a query","","Standard query","","somepacman.com","","AAAA (IPv6 Address)"
"88497","16136.575639","129.173.67.123","129.173.5.100","128","0x924c","DNS","74","Standard query 0x924c AAAA somepacman.com","14","Message is a query","","Standard query","","somepacman.com","","AAAA (IPv6 Address)"
"88498","16136.677050","129.173.5.100","129.173.67.123","62","0x3af8","DNS","152","Standard query response 0x3af8 AAAA somepacman.com SOA[Packet size limited during capture]","14","Message is a response","No error","Standard query","Server can do recursive queries","somepacman.com","","AAAA (IPv6 Address)"
"88499","16136.677068","129.173.5.100","129.173.67.123","62","0x924c","DNS","152","Standard query response 0x924c AAAA somepacman.com SOA[Packet size limited during capture]","14","Message is a response","No error","Standard query","Server can do recursive queries","somepacman.com","","AAAA (IPv6 Address)"
"88562","16151.035948","129.173.22.37","129.173.67.123","62","0x9a20","DNS","68","Standard query response 0x9a20 Server failure A solla.at","8","Message is a response","Server failure","Standard query","Server can do recursive queries","solla.at","","A (Host Address)"
"88563","16151.036008","129.173.22.37","129.173.67.123","62","0x70dc","DNS","68","Standard query response 0x70dc Server failure A solla.at","8","Message is a response","Server failure","Standard query","Server can do recursive queries","solla.at","","A (Host Address)"
"88564","16151.036021","129.173.22.37","129.173.67.123","62","0x70dc","DNS","68","Standard query response 0x70dc Server failure A solla.at","8","Message is a response","Server failure","Standard query","Server can do recursive queries","solla.at","","A (Host Address)"
"88565","16151.036030","129.173.22.37","129.173.67.123","62","0x9a20","DNS","68","Standard query response 0x9a20 Server failure A solla.at","8","Message is a response","Server failure","Standard query","Server can do recursive queries","solla.at","","A (Host Address)"
"88566","16151.036038","129.173.22.37","129.173.67.123","62","0x9a20","DNS","68","Standard query response 0x9a20 Server failure A solla.at","8","Message is a response","Server failure","Standard query","Server can do recursive queries","solla.at","","A (Host Address)"
"88567","16151.036046","129.173.22.37","129.173.67.123","62","0x70dc","DNS","68","Standard query response 0x70dc Server failure A solla.at","8","Message is a response","Server failure","Standard query","Server can do recursive queries","solla.at","","A (Host Address)"
"88568","16151.036053","129.173.22.37","129.173.67.123","62","0x9a20","DNS","68","Standard query response 0x9a20 Server failure A solla.at","8","Message is a response","Server failure","Standard query","Server can do recursive queries","solla.at","","A (Host Address)"
"88569","16151.036061","129.173.22.37","129.173.67.123","62","0x70dc","DNS","68","Standard query response 0x70dc Server failure A solla.at","8","Message is a response","Server failure","Standard query","Server can do recursive queries","solla.at","","A (Host Address)"
"88573","16152.045972","129.173.22.38","129.173.67.123","62","0x70dc","DNS","68","Standard query response 0x70dc Server failure A solla.at","8","Message is a response","Server failure","Standard query","Server can do recursive queries","solla.at","","A (Host Address)"
"88574","16152.046014","129.173.22.38","129.173.67.123","62","0x9a20","DNS","68","Standard query response 0x9a20 Server failure A solla.at","8","Message is a response","Server failure","Standard query","Server can do recursive queries","solla.at","","A (Host Address)"
"88575","16152.046028","129.173.22.38","129.173.67.123","62","0x70dc","DNS","68","Standard query response 0x70dc Server failure A solla.at","8","Message is a response","Server failure","Standard query","Server can do recursive queries","solla.at","","A (Host Address)"
"88576","16152.046039","129.173.22.38","129.173.67.123","62","0x70dc","DNS","68","Standard query response 0x70dc Server failure A solla.at","8","Message is a response","Server failure","Standard query","Server can do recursive queries","solla.at","","A (Host Address)"
"88577","16152.046047","129.173.22.38","129.173.67.123","62","0x9a20","DNS","68","Standard query response 0x9a20 Server failure A solla.at","8","Message is a response","Server failure","Standard query","Server can do recursive queries","solla.at","","A (Host Address)"
"88578","16152.046055","129.173.22.38","129.173.67.123","62","0x9a20","DNS","68","Standard query response 0x9a20 Server failure A solla.at","8","Message is a response","Server failure","Standard query","Server can do recursive queries","solla.at","","A (Host Address)"
"88579","16152.055779","129.173.5.100","129.173.67.123","62","0x70dc","DNS","68","Standard query response 0x70dc Server failure A solla.at","8","Message is a response","Server failure","Standard query","Server can do recursive queries","solla.at","","A (Host Address)"
"88580","16152.055806","129.173.5.100","129.173.67.123","62","0x9a20","DNS","68","Standard query response 0x9a20 Server failure A solla.at","8","Message is a response","Server failure","Standard query","Server can do recursive queries","solla.at","","A (Host Address)"
"88581","16152.055819","129.173.5.100","129.173.67.123","62","0x70dc","DNS","68","Standard query response 0x70dc Server failure A solla.at","8","Message is a response","Server failure","Standard query","Server can do recursive queries","solla.at","","A (Host Address)"
"88582","16152.055831","129.173.5.100","129.173.67.123","62","0x9a20","DNS","68","Standard query response 0x9a20 Server failure A solla.at","8","Message is a response","Server failure","Standard query","Server can do recursive queries","solla.at","","A (Host Address)"
"88583","16152.055842","129.173.5.100","129.173.67.123","62","0x70dc","DNS","68","Standard query response 0x70dc Server failure A solla.at","8","Message is a response","Server failure","Standard query","Server can do recursive queries","solla.at","","A (Host Address)"
"88584","16152.055851","129.173.5.100","129.173.67.123","62","0x9a20","DNS","68","Standard query response 0x9a20 Server failure A solla.at","8","Message is a response","Server failure","Standard query","Server can do recursive queries","solla.at","","A (Host Address)"
"88800","16200.867965","129.173.67.123","129.173.5.100","128","0xefb8","DNS","76","Standard query 0xefb8 A dns.msftncsi.com","16","Message is a query","","Standard query","","dns.msftncsi.com","","A (Host Address)"
"88801","16200.869105","129.173.5.100","129.173.67.123","62","0xefb8","DNS","410","Standard query response 0xefb8 A dns.msftncsi.com A 131.107.255.255[Packet size limited during capture]","16","Message is a response","No error","Standard query","Server can do recursive queries","dns.msftncsi.com","6","A (Host Address)"
"89042","16245.871633","129.173.67.123","129.173.5.100","128","0x9942","DNS","76","Standard query 0x9942 A dns.msftncsi.com","16","Message is a query","","Standard query","","dns.msftncsi.com","","A (Host Address)"
"89043","16245.914002","129.173.5.100","129.173.67.123","62","0x9942","DNS","410","Standard query response 0x9942 A dns.msftncsi.com A 131.107.255.255[Packet size limited during capture]","16","Message is a response","No error","Standard query","Server can do recursive queries","dns.msftncsi.com","30","A (Host Address)"
"89156","16270.861370","129.173.67.123","129.173.5.100","128","0x94ad","DNS","76","Standard query 0x94ad A dns.msftncsi.com","16","Message is a query","","Standard query","","dns.msftncsi.com","","A (Host Address)"
"89157","16270.862554","129.173.5.100","129.173.67.123","62","0x94ad","DNS","410","Standard query response 0x94ad A dns.msftncsi.com A 131.107.255.255[Packet size limited during capture]","16","Message is a response","No error","Standard query","Server can do recursive queries","dns.msftncsi.com","5","A (Host Address)"
"89278","16295.866876","129.173.67.123","129.173.5.100","128","0xe8fa","DNS","76","Standard query 0xe8fa A dns.msftncsi.com","16","Message is a query","","Standard query","","dns.msftncsi.com","","A (Host Address)"
"89279","16295.868052","129.173.5.100","129.173.67.123","62","0xe8fa","DNS","410","Standard query response 0xe8fa A dns.msftncsi.com A 131.107.255.255[Packet size limited during capture]","16","Message is a response","No error","Standard query","Server can do recursive queries","dns.msftncsi.com","10","A (Host Address)"
"89349","16304.154912","129.173.22.37","129.173.67.100","62","0x6cfa","DNS","220","Standard query response 0x6cfa A daisy.ubuntu.com A 91.189.95.55[Packet size limited during capture]","16","Message is a response","No error","Standard query","Server can do recursive queries","daisy.ubuntu.com","140","A (Host Address)"
"89350","16304.154926","129.173.22.37","129.173.67.109","62","0x7269","DNS","220","Standard query response 0x7269 A daisy.ubuntu.com A 91.189.95.54[Packet size limited during capture]","16","Message is a response","No error","Standard query","Server can do recursive queries","daisy.ubuntu.com","140","A (Host Address)"
"89435","16320.856712","129.173.67.123","129.173.5.100","128","0x83eb","DNS","76","Standard query 0x83eb A dns.msftncsi.com","16","Message is a query","","Standard query","","dns.msftncsi.com","","A (Host Address)"
"89436","16320.899405","129.173.5.100","129.173.67.123","62","0x83eb","DNS","410","Standard query response 0x83eb A dns.msftncsi.com A 131.107.255.255[Packet size limited during capture]","16","Message is a response","No error","Standard query","Server can do recursive queries","dns.msftncsi.com","30","A (Host Address)"
"89564","16350.853977","129.173.67.123","129.173.5.100","128","0xe694","DNS","76","Standard query 0xe694 A dns.msftncsi.com","16","Message is a query","","Standard query","","dns.msftncsi.com","","A (Host Address)"
"89568","16350.896668","129.173.5.100","129.173.67.123","62","0xe694","DNS","394","Standard query response 0xe694 A dns.msftncsi.com A 131.107.255.255[Packet size limited during capture]","16","Message is a response","No error","Standard query","Server can do recursive queries","dns.msftncsi.com","30","A (Host Address)"
"89649","16370.867664","129.173.67.123","129.173.5.100","128","0x9e41","DNS","76","Standard query 0x9e41 A dns.msftncsi.com","16","Message is a query","","Standard query","","dns.msftncsi.com","","A (Host Address)"
"89650","16370.868929","129.173.5.100","129.173.67.123","62","0x9e41","DNS","410","Standard query response 0x9e41 A dns.msftncsi.com A 131.107.255.255[Packet size limited during capture]","16","Message is a response","No error","Standard query","Server can do recursive queries","dns.msftncsi.com","10","A (Host Address)"
"89824","16405.856635","129.173.67.123","129.173.5.100","128","0x3ec9","DNS","76","Standard query 0x3ec9 A dns.msftncsi.com","16","Message is a query","","Standard query","","dns.msftncsi.com","","A (Host Address)"
"89825","16405.857877","129.173.5.100","129.173.67.123","62","0x3ec9","DNS","410","Standard query response 0x3ec9 A dns.msftncsi.com A 131.107.255.255[Packet size limited during capture]","16","Message is a response","No error","Standard query","Server can do recursive queries","dns.msftncsi.com","23","A (Host Address)"
"89951","16435.853825","129.173.67.123","129.173.5.100","128","0x5d73","DNS","76","Standard query 0x5d73 A dns.msftncsi.com","16","Message is a query","","Standard query","","dns.msftncsi.com","","A (Host Address)"
"89952","16435.896219","129.173.5.100","129.173.67.123","62","0x5d73","DNS","410","Standard query response 0x5d73 A dns.msftncsi.com A 131.107.255.255[Packet size limited during capture]","16","Message is a response","No error","Standard query","Server can do recursive queries","dns.msftncsi.com","30","A (Host Address)"
"90082","16465.851055","129.173.67.123","129.173.5.100","128","0xd163","DNS","76","Standard query 0xd163 A dns.msftncsi.com","16","Message is a query","","Standard query","","dns.msftncsi.com","","A (Host Address)"
"90083","16465.893535","129.173.5.100","129.173.67.123","62","0xd163","DNS","410","Standard query response 0xd163 A dns.msftncsi.com A 131.107.255.255[Packet size limited during capture]","16","Message is a response","No error","Standard query","Server can do recursive queries","dns.msftncsi.com","30","A (Host Address)"
"90212","16495.848307","129.173.67.123","129.173.5.100","128","0x14ce","DNS","76","Standard query 0x14ce A dns.msftncsi.com","16","Message is a query","","Standard query","","dns.msftncsi.com","","A (Host Address)"
"90213","16495.890988","129.173.5.100","129.173.67.123","62","0x14ce","DNS","410","Standard query response 0x14ce A dns.msftncsi.com A 131.107.255.255[Packet size limited during capture]","16","Message is a response","No error","Standard query","Server can do recursive queries","dns.msftncsi.com","30","A (Host Address)"
"90332","16520.853727","129.173.67.123","129.173.5.100","128","0xc1e8","DNS","76","Standard query 0xc1e8 A dns.msftncsi.com","16","Message is a query","","Standard query","","dns.msftncsi.com","","A (Host Address)"
"90333","16520.855036","129.173.5.100","129.173.67.123","62","0xc1e8","DNS","410","Standard query response 0xc1e8 A dns.msftncsi.com A 131.107.255.255[Packet size limited during capture]","16","Message is a response","No error","Standard query","Server can do recursive queries","dns.msftncsi.com","5","A (Host Address)"
"90467","16550.850911","129.173.67.123","129.173.5.100","128","0xec36","DNS","76","Standard query 0xec36 A dns.msftncsi.com","16","Message is a query","","Standard query","","dns.msftncsi.com","","A (Host Address)"
"90468","16550.852178","129.173.5.100","129.173.67.123","62","0xec36","DNS","410","Standard query response 0xec36 A dns.msftncsi.com A 131.107.255.255[Packet size limited during capture]","16","Message is a response","No error","Standard query","Server can do recursive queries","dns.msftncsi.com","10","A (Host Address)"
"90581","16575.856438","129.173.67.123","129.173.5.100","128","0xb8d6","DNS","76","Standard query 0xb8d6 A dns.msftncsi.com","16","Message is a query","","Standard query","","dns.msftncsi.com","","A (Host Address)"
"90582","16575.899080","129.173.5.100","129.173.67.123","62","0xb8d6","DNS","410","Standard query response 0xb8d6 A dns.msftncsi.com A 131.107.255.255[Packet size limited during capture]","16","Message is a response","No error","Standard query","Server can do recursive queries","dns.msftncsi.com","30","A (Host Address)"
"90617","16581.938536","129.173.67.99","129.173.22.37","64","0xec8e","DNS","83","Standard query 0xec8e AAAA www.weatheroffice.gc.ca","23","Message is a query","","Standard query","","www.weatheroffice.gc.ca","","AAAA (IPv6 Address)"
"90618","16581.964162","129.173.22.37","129.173.67.99","62","0xec8e","DNS","170","Standard query response 0xec8e AAAA www.weatheroffice.gc.ca CNAME[Packet size limited during capture]","23","Message is a response","No error","Standard query","Server can do recursive queries","www.weatheroffice.gc.ca","","AAAA (IPv6 Address)"
"90619","16581.964622","129.173.67.99","129.173.22.37","64","0x0ad6","DNS","83","Standard query 0x0ad6 A www.weatheroffice.gc.ca","23","Message is a query","","Standard query","","www.weatheroffice.gc.ca","","A (Host Address)"
"90620","16581.966005","129.173.22.37","129.173.67.99","62","0x0ad6","DNS","227","Standard query response 0x0ad6 A www.weatheroffice.gc.ca CNAME[Packet size limited during capture]","23","Message is a response","No error","Standard query","Server can do recursive queries","www.weatheroffice.gc.ca","","A (Host Address)"
"90630","16582.012880","129.173.67.99","129.173.22.37","64","0xb6e7","DNS","73","Standard query 0xb6e7 AAAA weather.gc.ca","13","Message is a query","","Standard query","","weather.gc.ca","","AAAA (IPv6 Address)"
"90631","16582.015166","129.173.22.37","129.173.67.99","62","0xb6e7","DNS","132","Standard query response 0xb6e7 AAAA weather.gc.ca SOA[Packet size limited during capture]","13","Message is a response","No error","Standard query","Server can do recursive queries","weather.gc.ca","","AAAA (IPv6 Address)"
"90632","16582.015598","129.173.67.99","129.173.22.37","64","0x9a0e","DNS","92","Standard query 0x9a0e AAAA weather.gc.ca.research.cs.dal.ca","32","Message is a query","","Standard query","","weather.gc.ca.research.cs.dal.ca","","AAAA (IPv6 Address)"
"90633","16582.016119","129.173.22.37","129.173.67.99","62","0x9a0e","DNS","144","Standard query response 0x9a0e No such name AAAA weather.gc.ca.research.cs.dal.ca[Packet size limited during capture]","32","Message is a response","No such name","Standard query","Server can do recursive queries","weather.gc.ca.research.cs.dal.ca","","AAAA (IPv6 Address)"
"90634","16582.016461","129.173.67.99","129.173.22.37","64","0xa403","DNS","83","Standard query 0xa403 AAAA weather.gc.ca.cs.dal.ca","23","Message is a query","","Standard query","","weather.gc.ca.cs.dal.ca","","AAAA (IPv6 Address)"
"90635","16582.016835","129.173.22.37","129.173.67.99","62","0xa403","DNS","127","Standard query response 0xa403 No such name AAAA weather.gc.ca.cs.dal.ca SOA[Packet size limited during capture]","23","Message is a response","No such name","Standard query","Server can do recursive queries","weather.gc.ca.cs.dal.ca","","AAAA (IPv6 Address)"
"90636","16582.017244","129.173.67.99","129.173.22.37","64","0xbe95","DNS","73","Standard query 0xbe95 A weather.gc.ca","13","Message is a query","","Standard query","","weather.gc.ca","","A (Host Address)"
"90637","16582.017919","129.173.22.37","129.173.67.99","62","0xbe95","DNS","189","Standard query response 0xbe95 A weather.gc.ca A 199.212.17.28[Packet size limited during capture]","13","Message is a response","No error","Standard query","Server can do recursive queries","weather.gc.ca","1800","A (Host Address)"
"90670","16582.216217","129.173.67.99","129.173.22.37","64","0x6fed","DNS","73","Standard query 0x6fed AAAA weather.gc.ca","13","Message is a query","","Standard query","","weather.gc.ca","","AAAA (IPv6 Address)"
"90671","16582.216779","129.173.22.37","129.173.67.99","62","0x6fed","DNS","132","Standard query response 0x6fed AAAA weather.gc.ca SOA[Packet size limited during capture]","13","Message is a response","No error","Standard query","Server can do recursive queries","weather.gc.ca","","AAAA (IPv6 Address)"
"90672","16582.217173","129.173.67.99","129.173.22.37","64","0x6f84","DNS","92","Standard query 0x6f84 AAAA weather.gc.ca.research.cs.dal.ca","32","Message is a query","","Standard query","","weather.gc.ca.research.cs.dal.ca","","AAAA (IPv6 Address)"
"90673","16582.217726","129.173.22.37","129.173.67.99","62","0x6f84","DNS","144","Standard query response 0x6f84 No such name AAAA weather.gc.ca.research.cs.dal.ca[Packet size limited during capture]","32","Message is a response","No such name","Standard query","Server can do recursive queries","weather.gc.ca.research.cs.dal.ca","","AAAA (IPv6 Address)"
